0,1.0696
1,1.0696
1,0.98882
1,0.98882
1,0.98882
1,0.98882
1,0.98881
1,0.98881
1.0003,0.98868
1.0006,0.98855
1.001,0.98842
1.0014,0.98826
1.0018,0.98811
1.0022,0.98796
1.0027,0.98778
1.0031,0.98761
1.0036,0.98745
1.0042,0.98726
1.0047,0.98707
1.0053,0.98689
1.006,0.98668
1.0066,0.98648
1.0073,0.98629
1.0074,0.98627
1.0074,0.98625
1.0075,0.98624
1.0075,0.98622
1.0076,0.98621
1.0077,0.98619
1.008,0.98609
1.0084,0.98599
1.0087,0.98589
1.0091,0.98579
1.0094,0.98569
1.0098,0.98559
1.0103,0.98546
1.0108,0.98533
1.0113,0.9852
1.0116,0.9851
1.012,0.985
1.0124,0.98489
1.0128,0.98479
1.0131,0.98469
1.0135,0.98459
1.0136,0.98457
1.0136,0.98456
1.0137,0.98455
1.0137,0.98453
1.0137,0.98452
1.0138,0.98451
1.0143,0.98437
1.0148,0.98423
1.0153,0.98409
1.016,0.98391
1.0166,0.98373
1.0173,0.98355
1.0181,0.98332
1.0188,0.98309
1.0196,0.98287
1.0206,0.9826
1.0215,0.98234
1.0224,0.98208
1.0231,0.98187
1.0239,0.98166
1.0246,0.98145
1.0254,0.98124
1.0261,0.98104
1.0269,0.98084
1.0276,0.98064
1.0283,0.98044
1.0291,0.98024
1.03,0.98001
1.0309,0.97978
1.0318,0.97956
1.0329,0.9793
1.0339,0.97905
1.035,0.97881
1.0363,0.97852
1.0376,0.97825
1.0388,0.97798
1.0405,0.97766
1.0421,0.97735
1.0438,0.97706
1.0461,0.97668
1.0484,0.97632
1.0508,0.976
1.055,0.97548
1.0584,0.97511
1.0619,0.97478
1.0654,0.97451
1.0688,0.97427
1.0723,0.97407
1.0758,0.9739
1.0793,0.97376
1.0827,0.97365
1.0862,0.97356
1.0908,0.97348
1.0954,0.97343
1.1,0.97342
1.1063,0.97346
1.1126,0.97354
1.1189,0.97367
1.1217,0.97374
1.124,0.97381
1.1263,0.97387
1.1285,0.97395
1.1299,0.97399
1.13,0.974
1.1301,0.974
1.1302,0.974
1.1303,0.974
1.1303,0.97401
1.1304,0.97401
1.1397,0.97435
1.1453,0.97458
1.1509,0.97483
1.1565,0.9751
1.1621,0.97537
1.1677,0.97567
1.1733,0.97597
1.1824,0.97648
1.1914,0.97702
1.2,0.97756
1.2,1.0574
1.2,1.0574
1.2,1.0574
1.2,1.0574
1.2,1.0574
1.2,1.0574
1.2003,1.0576
1.2006,1.0577
1.2009,1.0579
1.2012,1.058
1.2015,1.0582
1.2018,1.0583
1.2022,1.0584
1.2024,1.0585
1.2027,1.0586
1.203,1.0587
1.2032,1.0588
1.2035,1.0589
1.2038,1.059
1.204,1.0591
1.2041,1.0592
1.2042,1.0592
1.2044,1.0592
1.2046,1.0593
1.2049,1.0594
1.2051,1.0595
1.2054,1.0596
1.2057,1.0596
1.2059,1.0597
1.2062,1.0598
1.2064,1.0599
1.2067,1.0599
1.207,1.06
1.2072,1.0601
1.2075,1.0602
1.2078,1.0602
1.2081,1.0603
1.2084,1.0604
1.2086,1.0605
1.2089,1.0606
1.2091,1.0606
1.2094,1.0607
1.2098,1.0608
1.2101,1.0609
1.2104,1.061
1.2108,1.0611
1.2112,1.0612
1.2116,1.0614
1.2121,1.0615
1.2125,1.0616
1.2129,1.0618
1.2134,1.0619
1.2138,1.0621
1.2143,1.0622
1.2148,1.0624
1.2153,1.0626
1.2158,1.0628
1.2164,1.063
1.217,1.0632
1.2177,1.0635
1.2185,1.0637
1.2192,1.064
1.2201,1.0643
1.221,1.0647
1.2219,1.065
1.2229,1.0654
1.224,1.0658
1.225,1.0662
1.2258,1.0664
1.2265,1.0667
1.2273,1.067
1.2282,1.0673
1.2291,1.0676
1.23,1.0679
1.231,1.0683
1.232,1.0687
1.233,1.069
1.2342,1.0694
1.2353,1.0697
1.2365,1.0701
1.2378,1.0705
1.2392,1.0709
1.2405,1.0713
1.2422,1.0718
1.2438,1.0722
1.2455,1.0726
1.2477,1.0732
1.2499,1.0737
1.2522,1.0742
1.2547,1.0747
1.2573,1.0752
1.2594,1.0756
1.2615,1.076
1.2637,1.0763
1.2658,1.0767
1.2679,1.077
1.2701,1.0773
1.2722,1.0776
1.2743,1.0779
1.2764,1.0782
1.2789,1.0785
1.2814,1.0788
1.2838,1.079
1.2867,1.0793
1.2895,1.0796
1.2924,1.0799
1.2959,1.0802
1.2993,1.0805
1.3028,1.0808
1.3074,1.0811
1.312,1.0815
1.3165,1.0818
1.3235,1.0822
1.3305,1.0825
1.3375,1.0828
1.3467,1.0832
1.3558,1.0835
1.365,1.0838
1.3742,1.084
1.3834,1.0841
1.3925,1.0842
1.4035,1.0843
1.4144,1.0843
1.4254,1.0843
1.4395,1.0842
1.4537,1.0841
1.4679,1.0839
1.4884,1.0835
1.5089,1.083
1.5295,1.0824
1.5589,1.0815
1.5884,1.0804
1.6129,1.0794
1.6375,1.0785
1.662,1.0774
1.6866,1.0764
1.7111,1.0754
1.7356,1.0744
1.7602,1.0735
1.7847,1.0726
1.8092,1.0718
1.8338,1.071
1.8583,1.0703
1.8829,1.0696
1.9074,1.0691
1.9319,1.0686
1.9565,1.0682
1.9878,1.0678
2.019,1.0676
2.0503,1.0674
2.0856,1.0674
2.1208,1.0675
2.156,1.0676
2.1913,1.0678
2.22,1.068
2.2488,1.0681
2.2776,1.0683
2.3063,1.0684
2.3351,1.0686
2.3639,1.0687
2.3961,1.0687
2.4284,1.0687
2.4606,1.0687
2.5033,1.0687
2.5461,1.0686
2.5888,1.0684
2.6315,1.0683
2.6666,1.0682
2.7017,1.0681
2.7367,1.068
2.7718,1.068
2.8069,1.068
2.842,1.068
2.8821,1.0681
2.9222,1.0682
2.9623,1.0684
3.0157,1.0687
3.0691,1.069
3.1125,1.0692
3.156,1.0695
3.1994,1.0697
3.2429,1.0699
3.2863,1.0701
3.3297,1.0703
3.3802,1.0704
3.4306,1.0705
3.4811,1.0706
3.5454,1.0706
3.5983,1.0706
3.6511,1.0707
3.7039,1.0707
3.7567,1.0708
3.8095,1.0708
3.8624,1.0709
3.9334,1.071
4.0044,1.0711
4.0755,1.0712
4.1465,1.0713
4.2176,1.0714
4.2886,1.0714
4.3597,1.0715
4.4307,1.0715
4.5018,1.0714
4.5822,1.0714
4.6626,1.0714
4.7431,1.0714
4.8325,1.0714
4.9219,1.0714
5.0113,1.0714
5.1106,1.0714
5.2099,1.0714
5.3091,1.0713
5.4368,1.0713
5.5645,1.0712
5.6922,1.0712
5.8198,1.0711
5.9475,1.0711
6.0752,1.0711
6.246,1.071
6.4169,1.071
6.5877,1.0709
7.0017,1.0708
7.4156,1.0707
7.8296,1.0706
9.1347,1.0703
10,1.0702
